57.605642efc73c02bbe197e,10111011111100011100111100000000101011101111100001100101111110
58.306195af8df666d0d6cb6,101101011111000110111110110011001101101000011010110110010110110
58.72087561d099f73b6a6f7,101011000011101000010011001111101110011101101101010011011110111
